Regional_Grouping,Region,Region_Code,Country,ISO3Code,M49_Code
WHO_REG_GLOBAL,Africa,WHO_AFRO,Zambia,ZMB,894
WHO_REG_GLOBAL,Africa,WHO_AFRO,Zimbabwe,ZWE,716
WHO_REG_GLOBAL,Americas,WHO_AMRO,Anguilla,AIA,660
WHO_REG_GLOBAL,Americas,WHO_AMRO,Antigua and Barbuda,ATG,28
WHO_REG_GLOBAL,Americas,WHO_AMRO,Argentina,ARG,32
WHO_REG_GLOBAL,Americas,WHO_AMRO,Bahamas,BHS,44
WHO_REG_GLOBAL,Americas,WHO_AMRO,Barbados,BRB,52
WHO_REG_GLOBAL,Americas,WHO_AMRO,Belize,BLZ,84
WHO_REG_GLOBAL,Americas,WHO_AMRO,Bolivia (Plurinational State of),BOL,68
WHO_REG_GLOBAL,Americas,WHO_AMRO,Brazil,BRA,76
WHO_REG_GLOBAL,Americas,WHO_AMRO,British Virgin Islands,VGB,92
WHO_REG_GLOBAL,Americas,WHO_AMRO,Canada,CAN,124
WHO_REG_GLOBAL,Americas,WHO_AMRO,Chile,CHL,152
WHO_REG_GLOBAL,Americas,WHO_AMRO,Colombia,COL,170
WHO_REG_GLOBAL,Americas,WHO_AMRO,Costa Rica,CRI,188
WHO_REG_GLOBAL,Americas,WHO_AMRO,Cuba,CUB,192
WHO_REG_GLOBAL,Americas,WHO_AMRO,Dominica,DMA,212
WHO_REG_GLOBAL,Americas,WHO_AMRO,Dominican Republic,DOM,214
WHO_REG_GLOBAL,Americas,WHO_AMRO,Ecuador,ECU,218
WHO_REG_GLOBAL,Americas,WHO_AMRO,El Salvador,SLV,222
WHO_REG_GLOBAL,Americas,WHO_AMRO,Grenada,GRD,308
WHO_REG_GLOBAL,Americas,WHO_AMRO,Guatemala,GTM,320
WHO_REG_GLOBAL,Americas,WHO_AMRO,Guyana,GUY,328
WHO_REG_GLOBAL,Americas,WHO_AMRO,Haiti,HTI,332
WHO_REG_GLOBAL,Americas,WHO_AMRO,Honduras,HND,340
WHO_REG_GLOBAL,Americas,WHO_AMRO,Jamaica,JAM,388
WHO_REG_GLOBAL,Americas,WHO_AMRO,Mexico,MEX,484
WHO_REG_GLOBAL,Americas,WHO_AMRO,Montserrat,MSR,500
WHO_REG_GLOBAL,Americas,WHO_AMRO,Nicaragua,NIC,558
WHO_REG_GLOBAL,Americas,WHO_AMRO,Panama,PAN,591
WHO_REG_GLOBAL,Americas,WHO_AMRO,Paraguay,PRY,600
WHO_REG_GLOBAL,Americas,WHO_AMRO,Peru,PER,604
WHO_REG_GLOBAL,Americas,WHO_AMRO,Saint Kitts and Nevis,KNA,659
WHO_REG_GLOBAL,Americas,WHO_AMRO,Saint Lucia,LCA,662
WHO_REG_GLOBAL,Americas,WHO_AMRO,Saint Vincent and the Grenadines,VCT,670
WHO_REG_GLOBAL,Americas,WHO_AMRO,Suriname,SUR,740
WHO_REG_GLOBAL,Americas,WHO_AMRO,Trinidad and Tobago,TTO,780
WHO_REG_GLOBAL,Americas,WHO_AMRO,Turks and Caicos Islands,TCA,796
WHO_REG_GLOBAL,Americas,WHO_AMRO,United States,USA,840
WHO_REG_GLOBAL,Americas,WHO_AMRO,Uruguay,URY,858
WHO_REG_GLOBAL,Americas,WHO_AMRO,Venezuela (Bolivarian Republic of),VEN,862
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Afghanistan,AFG,4
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Bahrain,BHR,48
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Djibouti,DJI,262
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Egypt,EGY,818
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Iran (Islamic Republic of),IRN,364
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Iraq,IRQ,368
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Jordan,JOR,400
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Kuwait,KWT,414
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Lebanon,LBN,422
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Libya,LBY,434
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Morocco,MAR,504
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Oman,OMN,512
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Pakistan,PAK,586
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Qatar,QAT,634
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Saudi Arabia,SAU,682
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Somalia,SOM,706
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,State of Palestine,PSE,275
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Sudan,SDN,729
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Syrian Arab Republic,SYR,760
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Tunisia,TUN,788
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,United Arab Emirates,ARE,784
WHO_REG_GLOBAL,Eastern Mediterranean,WHO_EMRO,Yemen,YEM,887
WHO_REG_GLOBAL,Europe,WHO_EURO,Albania,ALB,8
WHO_REG_GLOBAL,Europe,WHO_EURO,Andorra,AND,20
WHO_REG_GLOBAL,Europe,WHO_EURO,Armenia,ARM,51
WHO_REG_GLOBAL,Europe,WHO_EURO,Austria,AUT,40
WHO_REG_GLOBAL,Europe,WHO_EURO,Azerbaijan,AZE,31
WHO_REG_GLOBAL,Europe,WHO_EURO,Belarus,BLR,112
WHO_REG_GLOBAL,Europe,WHO_EURO,Belgium,BEL,56
WHO_REG_GLOBAL,Europe,WHO_EURO,Bosnia and Herzegovina,BIH,70
WHO_REG_GLOBAL,Europe,WHO_EURO,Bulgaria,BGR,100
WHO_REG_GLOBAL,Europe,WHO_EURO,Croatia,HRV,191
WHO_REG_GLOBAL,Europe,WHO_EURO,Cyprus,CYP,196
WHO_REG_GLOBAL,Europe,WHO_EURO,Czechia,CZE,203
WHO_REG_GLOBAL,Europe,WHO_EURO,Denmark,DNK,208
WHO_REG_GLOBAL,Europe,WHO_EURO,Estonia,EST,233
WHO_REG_GLOBAL,Europe,WHO_EURO,Finland,FIN,246
WHO_REG_GLOBAL,Europe,WHO_EURO,France,FRA,250
WHO_REG_GLOBAL,Europe,WHO_EURO,Georgia,GEO,268
WHO_REG_GLOBAL,Europe,WHO_EURO,Germany,DEU,276
WHO_REG_GLOBAL,Europe,WHO_EURO,Greece,GRC,300
WHO_REG_GLOBAL,Europe,WHO_EURO,Hungary,HUN,348
WHO_REG_GLOBAL,Europe,WHO_EURO,Iceland,ISL,352
WHO_REG_GLOBAL,Europe,WHO_EURO,Ireland,IRL,372
WHO_REG_GLOBAL,Europe,WHO_EURO,Israel,ISR,376
WHO_REG_GLOBAL,Europe,WHO_EURO,Italy,ITA,380
WHO_REG_GLOBAL,Europe,WHO_EURO,Kazakhstan,KAZ,398
WHO_REG_GLOBAL,Europe,WHO_EURO,Kosovo (UNSCR 1244),XKX,
WHO_REG_GLOBAL,Europe,WHO_EURO,Kyrgyzstan,KGZ,417
WHO_REG_GLOBAL,Europe,WHO_EURO,Latvia,LVA,428
WHO_REG_GLOBAL,Europe,WHO_EURO,Lithuania,LTU,440
WHO_REG_GLOBAL,Europe,WHO_EURO,Luxembourg,LUX,442
WHO_REG_GLOBAL,Europe,WHO_EURO,Malta,MLT,470
WHO_REG_GLOBAL,Europe,WHO_EURO,Monaco,MCO,492
WHO_REG_GLOBAL,Europe,WHO_EURO,Montenegro,MNE,499
WHO_REG_GLOBAL,Europe,WHO_EURO,Netherlands (Kingdom of the),NLD,528
WHO_REG_GLOBAL,Europe,WHO_EURO,North Macedonia,MKD,807
WHO_REG_GLOBAL,Europe,WHO_EURO,Norway,NOR,578
WHO_REG_GLOBAL,Europe,WHO_EURO,Poland,POL,616
WHO_REG_GLOBAL,Europe,WHO_EURO,Portugal,PRT,620
WHO_REG_GLOBAL,Europe,WHO_EURO,Republic of Moldova,MDA,498
WHO_REG_GLOBAL,Europe,WHO_EURO,Romania,ROU,642
WHO_REG_GLOBAL,Europe,WHO_EURO,Russian Federation,RUS,643
WHO_REG_GLOBAL,Europe,WHO_EURO,San Marino,SMR,674
WHO_REG_GLOBAL,Europe,WHO_EURO,Serbia,SRB,688
WHO_REG_GLOBAL,Europe,WHO_EURO,Slovakia,SVK,703
WHO_REG_GLOBAL,Europe,WHO_EURO,Slovenia,SVN,705
WHO_REG_GLOBAL,Europe,WHO_EURO,Spain,ESP,724
WHO_REG_GLOBAL,Europe,WHO_EURO,Sweden,SWE,752
WHO_REG_GLOBAL,Europe,WHO_EURO,Switzerland,CHE,756
WHO_REG_GLOBAL,Europe,WHO_EURO,Tajikistan,TJK,762
WHO_REG_GLOBAL,Europe,WHO_EURO,Turkmenistan,TKM,795
WHO_REG_GLOBAL,Europe,WHO_EURO,Türkiye,TUR,792
WHO_REG_GLOBAL,Europe,WHO_EURO,Ukraine,UKR,804
WHO_REG_GLOBAL,Europe,WHO_EURO,United Kingdom,GBR,826
WHO_REG_GLOBAL,Europe,WHO_EURO,Uzbekistan,UZB,860
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Bangladesh,BGD,50
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Bhutan,BTN,64
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Democratic People's Republic of Korea,PRK,408
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,India,IND,356
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Maldives,MDV,462
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Myanmar,MMR,104
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Nepal,NPL,524
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Sri Lanka,LKA,144
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Thailand,THA,764
WHO_REG_GLOBAL,South-East Asia,WHO_SEARO,Timor-Leste,TLS,626
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Australia,AUS,36
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Brunei Darussalam,BRN,96
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Cambodia,KHM,116
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,China,CHN,156
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Cook Islands,COK,184
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Fiji,FJI,242
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Indonesia,IDN,360
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Japan,JPN,392
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Kiribati,KIR,296
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Lao People's Democratic Republic,LAO,418
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Malaysia,MYS,458
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Marshall Islands,MHL,584
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Micronesia (Federated States of),FSM,583
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Mongolia,MNG,496
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Nauru,NRU,520
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,New Zealand,NZL,554
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Niue,NIU,570
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Palau,PLW,585
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Papua New Guinea,PNG,598
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Philippines,PHL,608
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Republic of Korea,KOR,410
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Samoa,WSM,882
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Singapore,SGP,702
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Solomon Islands,SLB,90
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Tonga,TON,776
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Tuvalu,TUV,798
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Vanuatu,VUT,548
WHO_REG_GLOBAL,Western Pacific,WHO_WPRO,Viet Nam,VNM,704
