Regional_Grouping,Region_Code,Region,Country,ISO3Code,M49Region_Code,M49_Code,FAO_CODE
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Chad,TCD,,148,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Colombia,COL,,170,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Costa Rica,CRI,,188,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Democratic Republic of the Congo,COD,,180,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Ethiopia,ETH,,231,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Haiti,HTI,,332,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Honduras,HND,,340,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Jordan,JOR,,400,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Lebanon,LBN,,422,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Madagascar,MDG,,450,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Mali,MLI,,466,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Mozambique,MOZ,,508,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Myanmar,MMR,,104,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Niger,NER,,562,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Nigeria,NGA,,566,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Pakistan,PAK,,586,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Panama,PAN,,591,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Poland,POL,,616,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Republic of Moldova,MDA,,498,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Somalia,SOM,,706,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,South Sudan,SSD,,728,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,State of Palestine,PSE,,275,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Sudan,SDN,,729,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Syrian Arab Republic,SYR,,760,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Türkiye,TUR,,792,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Ukraine,UKR,,804,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Venezuela (Bolivarian Republic of),VEN,,862,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Yemen,YEM,,887,
UNICEF_SP_REG_GLOBAL,UNICEF_SP_HUMANITARIAN,Humanitarian,Zimbabwe,ZWE,,716,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,"",ESH,2,,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,"",IOT,2,,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,"",ATF,2,,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Algeria,DZA,2,12,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Angola,AGO,2,24,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Benin,BEN,2,204,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Botswana,BWA,2,72,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Burkina Faso,BFA,2,854,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Burundi,BDI,2,108,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Cabo Verde,CPV,2,132,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Cameroon,CMR,2,120,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Central African Republic,CAF,2,140,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Chad,TCD,2,148,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Comoros,COM,2,174,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Congo,COG,2,178,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Côte d'Ivoire,CIV,2,384,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Democratic Republic of the Congo,COD,2,180,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Djibouti,DJI,2,262,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Egypt,EGY,2,818,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Equatorial Guinea,GNQ,2,226,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Eritrea,ERI,2,232,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Eswatini,SWZ,2,748,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Ethiopia,ETH,2,231,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Gabon,GAB,2,266,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Gambia,GMB,2,270,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Ghana,GHA,2,288,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Guinea,GIN,2,324,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Guinea-Bissau,GNB,2,624,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Kenya,KEN,2,404,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Lesotho,LSO,2,426,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Liberia,LBR,2,430,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Libya,LBY,2,434,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Madagascar,MDG,2,450,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Malawi,MWI,2,454,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Mali,MLI,2,466,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Mauritania,MRT,2,478,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Mauritius,MUS,2,480,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Mayotte,MYT,2,175,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Morocco,MAR,2,504,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Mozambique,MOZ,2,508,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Namibia,NAM,2,516,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Niger,NER,2,562,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Nigeria,NGA,2,566,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Rwanda,RWA,2,646,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Réunion,REU,2,638,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,"Saint Helena, Ascension and Tristan da Cunha",SHN,2,654,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Sao Tome and Principe,STP,2,678,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Senegal,SEN,2,686,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Seychelles,SYC,2,690,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Sierra Leone,SLE,2,694,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Somalia,SOM,2,706,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,South Africa,ZAF,2,710,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,South Sudan,SSD,2,728,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Sudan,SDN,2,729,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Togo,TGO,2,768,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Tunisia,TUN,2,788,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Uganda,UGA,2,800,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,United Republic of Tanzania,TZA,2,834,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Zambia,ZMB,2,894,
UNSDG_REGION_GLOBAL,UNSDG_AFRICA,Africa,Zimbabwe,ZWE,2,716,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,"",BVT,19,,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,"",SGS,19,,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Anguilla,AIA,19,660,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Antigua and Barbuda,ATG,19,28,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Argentina,ARG,19,32,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Aruba,ABW,19,533,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Bahamas,BHS,19,44,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Barbados,BRB,19,52,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Belize,BLZ,19,84,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Bermuda,BMU,19,60,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Bolivia (Plurinational State of),BOL,19,68,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Brazil,BRA,19,76,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,British Virgin Islands,VGB,19,92,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Canada,CAN,19,124,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Cayman Islands,CYM,19,136,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Chile,CHL,19,152,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Colombia,COL,19,170,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Costa Rica,CRI,19,188,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Cuba,CUB,19,192,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Curaçao,CUW,19,531,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Dominica,DMA,19,212,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Dominican Republic,DOM,19,214,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Ecuador,ECU,19,218,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,El Salvador,SLV,19,222,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Falkland Islands (Malvinas),FLK,19,238,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,French Guiana,GUF,19,254,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Greenland,GRL,19,304,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Grenada,GRD,19,308,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Guadeloupe,GLP,19,312,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Guatemala,GTM,19,320,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Guyana,GUY,19,328,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Haiti,HTI,19,332,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Honduras,HND,19,340,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Jamaica,JAM,19,388,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Martinique,MTQ,19,474,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Mexico,MEX,19,484,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Montserrat,MSR,19,500,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Nicaragua,NIC,19,558,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Panama,PAN,19,591,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Paraguay,PRY,19,600,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Peru,PER,19,604,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Puerto Rico,PRI,19,630,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Saint Barthélemy,BLM,19,652,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Saint Kitts and Nevis,KNA,19,659,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Saint Lucia,LCA,19,662,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Saint Martin (French part),MAF,19,663,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Saint Pierre and Miquelon,SPM,19,666,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Saint Vincent and the Grenadines,VCT,19,670,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Sint Maarten,SXM,19,534,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Suriname,SUR,19,740,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Trinidad and Tobago,TTO,19,780,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Turks and Caicos Islands,TCA,19,796,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,United States,USA,19,840,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Uruguay,URY,19,858,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Venezuela (Bolivarian Republic of),VEN,19,862,
UNSDG_REGION_GLOBAL,UNSDG_AMERICAS,Americas,Virgin Islands U.S.,VIR,19,850,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Afghanistan,AFG,142,4,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Armenia,ARM,142,51,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Azerbaijan,AZE,142,31,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Bahrain,BHR,142,48,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Bangladesh,BGD,142,50,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Bhutan,BTN,142,64,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Brunei Darussalam,BRN,142,96,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Cambodia,KHM,142,116,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,China,CHN,142,156,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Cyprus,CYP,142,196,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Democratic People's Republic of Korea,PRK,142,408,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Georgia,GEO,142,268,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,India,IND,142,356,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Indonesia,IDN,142,360,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Iran (Islamic Republic of),IRN,142,364,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Iraq,IRQ,142,368,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Israel,ISR,142,376,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Japan,JPN,142,392,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Jordan,JOR,142,400,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Kazakhstan,KAZ,142,398,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Kuwait,KWT,142,414,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Kyrgyzstan,KGZ,142,417,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Lao People's Democratic Republic,LAO,142,418,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Lebanon,LBN,142,422,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Malaysia,MYS,142,458,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Maldives,MDV,142,462,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Mongolia,MNG,142,496,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Myanmar,MMR,142,104,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Nepal,NPL,142,524,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Oman,OMN,142,512,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Pakistan,PAK,142,586,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Philippines,PHL,142,608,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Qatar,QAT,142,634,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Republic of Korea,KOR,142,410,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Saudi Arabia,SAU,142,682,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Singapore,SGP,142,702,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Sri Lanka,LKA,142,144,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,State of Palestine,PSE,142,275,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Syrian Arab Republic,SYR,142,760,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Tajikistan,TJK,142,762,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Thailand,THA,142,764,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Timor-Leste,TLS,142,626,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Turkmenistan,TKM,142,795,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Türkiye,TUR,142,792,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,United Arab Emirates,ARE,142,784,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Uzbekistan,UZB,142,860,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Viet Nam,VNM,142,704,
UNSDG_REGION_GLOBAL,UNSDG_ASIA,Asia,Yemen,YEM,142,887,
UNSDG_REGION_GLOBAL,UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand,"",CXR,53,,
UNSDG_REGION_GLOBAL,UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand,"",CCK,53,,
UNSDG_REGION_GLOBAL,UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand,"",HMD,53,,
UNSDG_REGION_GLOBAL,UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand,"",NFK,53,,
UNSDG_REGION_GLOBAL,UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand,Australia,AUS,53,36,
UNSDG_REGION_GLOBAL,UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand,New Zealand,NZL,53,554,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Anguilla,AIA,29,660,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Antigua and Barbuda,ATG,29,28,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Aruba,ABW,29,533,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Bahamas,BHS,29,44,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Barbados,BRB,29,52,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,British Virgin Islands,VGB,29,92,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Cayman Islands,CYM,29,136,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Cuba,CUB,29,192,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Curaçao,CUW,29,531,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Dominica,DMA,29,212,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Dominican Republic,DOM,29,214,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Grenada,GRD,29,308,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Guadeloupe,GLP,29,312,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Haiti,HTI,29,332,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Jamaica,JAM,29,388,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Martinique,MTQ,29,474,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Montserrat,MSR,29,500,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Puerto Rico,PRI,29,630,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Saint Barthélemy,BLM,29,652,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Saint Kitts and Nevis,KNA,29,659,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Saint Lucia,LCA,29,662,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Saint Martin (French part),MAF,29,663,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Saint Vincent and the Grenadines,VCT,29,670,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Sint Maarten,SXM,29,534,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Trinidad and Tobago,TTO,29,780,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Turks and Caicos Islands,TCA,29,796,
UNSDG_REGION_GLOBAL,UNSDG_CARIBBEAN,Caribbean,Virgin Islands U.S.,VIR,29,850,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Belize,BLZ,13,84,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Costa Rica,CRI,13,188,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,El Salvador,SLV,13,222,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Guatemala,GTM,13,320,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Honduras,HND,13,340,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Mexico,MEX,13,484,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Nicaragua,NIC,13,558,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALAMR,Central America,Panama,PAN,13,591,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIA,Central Asia,Kazakhstan,KAZ,143,398,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIA,Central Asia,Kyrgyzstan,KGZ,143,417,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIA,Central Asia,Tajikistan,TJK,143,762,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIA,Central Asia,Turkmenistan,TKM,143,795,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIA,Central Asia,Uzbekistan,UZB,143,860,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Afghanistan,AFG,62,4,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Bangladesh,BGD,62,50,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Bhutan,BTN,62,64,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,India,IND,62,356,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Iran (Islamic Republic of),IRN,62,364,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Kazakhstan,KAZ,62,398,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Kyrgyzstan,KGZ,62,417,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Maldives,MDV,62,462,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Nepal,NPL,62,524,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Pakistan,PAK,62,586,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Sri Lanka,LKA,62,144,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Tajikistan,TJK,62,762,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Turkmenistan,TKM,62,795,
UNSDG_REGION_GLOBAL,UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia,Uzbekistan,UZB,62,860,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,"",IOT,14,,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,"",ATF,14,,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Burundi,BDI,14,108,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Comoros,COM,14,174,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Djibouti,DJI,14,262,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Eritrea,ERI,14,232,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Ethiopia,ETH,14,231,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Kenya,KEN,14,404,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Madagascar,MDG,14,450,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Malawi,MWI,14,454,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Mauritius,MUS,14,480,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Mayotte,MYT,14,175,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Mozambique,MOZ,14,508,
UNSDG_REGION_GLOBAL,UNSDG_EASTERNAFR,Eastern Africa,Rwanda,RWA,14,646,
